,count,Outcome Measures
1523,1,Kaufman Assessment Battery for Children (K-ABC)|Blood concentration test|Gross Motor Function Measurement (GMFM)|Box and Block Test|Modified Ashworth Scale (MAS)|SF-36|Verification of ASTROSTEM's effect on the brain through fMRI & MRS (Magnetic Resonance Spectroscopy) scan
1524,1,"To assess the change of the number (per biopsy or per mL of blood) and/or frequency (among live hematopoietic cells CD45+) of immune cells that are present in the skin and the blood of AD patients after Dupilumab or TCS treatment.|To investigate correlations between each immunological parameter and each clinical score as a continuous quantitative variable, as well as each immunological parameter and quality of life index as a continuous quantitative variable.|To investigate correlations between each immunological parameter and change in clinical score as a qualitative variable with 2 modalities as well as each immunological parameter and quality of life index, as a qualitative variable with 2 modalities.|To investigate correlations between each immunological parameter and the development of new AD lesions in the 3 following months, as well as each immunological parameter and the interval of time between the end of treatment and AD relapse."
1525,1,Quantification of CD20 and PDL-1 in exosomes purified from cell cultures of DLBCL human cell lines and from Healthy volunteers|Evaluation if peripheral exosomes can be used as novel diagnostic biomarkers in DLBCL
1526,1,The percentage of patients without nephrotic syndrome recurrence after complete withdrawal of immunosuppressive treatment for at least 6 months|The percentage of adverse events|The time to recurrence of nephrotic syndrome|The percentage of participants achieving a reduction in the immunosuppressive therapy|The dose of immunosuppressive therapy to prevent further NS relapses|Reported Quality of Life
1527,1,Change of Western Ontario and McMaster Universities Osteoarthritis Index(WOMAC) scores from baseline|Change of Visual Analog Scale (VAS) scores from baseline|WOMAC 3 subscale score|VAS score|KOOS|SF-36|IKDC|Measuring of Kellgren-Lawrence grade|Measuring of Femoro-tibial anatomical angle(FTA)|Measuring of Hip-Knee-Ankle angle(HKA)|Measuring of Joint Space Width|MRI scan|Use of rescue medication
1528,1,Effects of treatment with TPTD+cinacalcet compared to TPTD+PBO on lumbar spine BMD in men with low bone mass|Effects of treatment with TPTD+cinacalcet compared to TPTD+PBO on serum P1NP in men with low bone mass|Effects of treatment with TPTD+cinacalcet compared to TPTD+PBO on femoral neck BMD in men with low bone mass
1529,1,Incidence of treatment - emergent adverse events|Transcutaneous oxygen pressure
1530,1,Respiratory outcome: Number of hospitalizations|Mortality|Growth measured by Z-score|Neurological developmental status: Korean Developmental Screening Test for infants and children(K-DST)|Deafness or Blindness|Bayley Scales of Infant and Toddler Development (Third Edition)|Gross Motor Function Classification System for Cerebral Palsy|Number of adverse events|Number of admissions to Emergency Room (ER)|Medical treatment records
1531,1,Number of Participant's whose Marrow-Derived MSCs Can be Expanded in vitro to > 50 million cells within two weeks|Change in participant QoL: XeQOL|Change in participant QoL: MDADI|Change in participant QoL: VAS|Change in participant Salivary Function: Unstimulated|Change in participant Salivary Function: Stimulated|Change in participant Salivary Gland Size
1532,1,Left ventricular ejection fraction (LVEF)|Final diastolic and systolic volumes|Left ventricule viability|Ventricular arrhythmias|Estimated functional status|Change in the median score of Quality of life|Delayed enhancement of the left ventricle|Improvement in the 6-minute walk test|Mortality at 3 and 12 months due to cardiovascular causes|Mortality at 3 and 12 months due to all causes
1533,1,Changes of the platelet counts after hUC-MSCs infusion|Incidence of adverse events after hUC-MSCs infusion|Changes in virus safety indicators after hUC-MSCs infusion|Changes of concentration of hUC-MSCs in peripheral blood|Changes of antibody production of hUC-MSCs in peripheral blood|Changes of immune function in refractory ITP patients after hUC-MSCs infusion
1534,1,All-cause death|Number of participants with worsening of dyspnea|Number of participants with respiratory functional worsening|Impairment of exercise capacity|Increased oxygen use
1535,1,CTC enumeration capacity|CTC recovery capacity|Comparison of AR and EMT characteristics|Relationship of CTC count to disease features|CTC counts and prognosis of OS and PFS
1536,1,Volume of oxygen consumed at peak effort|Volume of oxygen consumed at ventilatory/anaerobic threshold (VAT)|Rate of work performed at peak effort|Rate of work performed at VAT|Heart rate at peak effort|Heart rate at VAT|Systolic blood pressure at seated rest|Systolic blood pressure at peak effort|Respiratory Exchange Ratio (RER) at peak effort
1537,1,Overall Survival (OS) post-Infusion
1538,1,"Frequency of TEAEs, SAEs, and DLTs|To determine maximum tolerated dose and optimal immunological dose|Best Overall Response|Overall Survival|Progression-Free Survival|Immunological effect"
1539,1,Identification of a specific acetylation profile of RSTS|Identification of different target genes between SRT patients and controls|Evidence of a significantly different level of expression for common target genes for RSTS patients and controls
1540,1,UACR|HbA1c|insulin/C peptide|insulin dosage|eGFR
1541,1,"The change from baseline in modified Marshall score on Day 7 for organ failure subject|The change from baseline in CTSI Score on Day 28|Percentage of subjects whose organ failure was resolved at 3 days, 7 days, 14 days and 28 days|The change from baseline in modified Marshall score at each assessment point up to Day 28|The change from baseline in sequential organ failure assessment (SOFA) at each assessment point up to Day 28|Duration of Systemic inflammatory response syndrome (SIRS)|Time to resolution of organ failure|The change from baseline value of C-Reactive Protein(CRP) which is inflammatory marker on Day 1, 2, 3, 5, 7, and 14|The change from baseline value of Tumor Necrosis Factor(TNF)-α which is inflammatory marker on Day 1, 2, 3, 5, 7, and 14|The change from baseline value of interleukin(IL)-6 which is inflammatory marker on Day 1, 2, 3, 5, 7, and 14|The change from baseline value of interleukin(IL)-8 which is inflammatory marker on Day 1, 2, 3, 5, 7, and 14|The change from baseline value of lymphocyte count ratio which is inflammatory marker on Day 1, 2, 3, 5, 7, and 14|Duration of intensive care unit (ICU) stay|The change from baseline in Computed Tomography Severity Index(CTSI) on Day 28|Incidence of pancreatic complication|Requirement of drainage or surgery|Rate of infection|Mortality on Day 28 and 90"
1542,1,Percentage of Participants who Achieve Complete Response (CR) or Partial Response (PR) (i.e. Overall Response Rate [ORR])|Percentage of Participants who Achieve Complete Response (CR) or Partial Response (PR) (i.e. Overall Response Rate [ORR]).|Organ-specific Assessments|Patient-Reported Outcomes|Clinician-Assessed Global Rating/Scale|Failure-free Survival
1543,1,The difference in the renal function between the two groups (MSC treatment group vs placebo control group) within 28 days after receiving MSC/ placebo treatment|Overall survival within 28 days after receiving MSC/ placebo treatment|Overall survival within 3 months after receiving MSC/ placebo treatment|Renal replacement therapy (RRT) dependent within 3 months after receiving MSC/ placebo treatment|Complete renal recovery within 3 months after receiving MSC/ placebo treatment|Partial renal recovery within 3 months after receiving MSC/ placebo treatment|ICU and hospitalization duration of stay among all AKI patients within 3 months after receiving MSC/ placebo treatment|Adverse events within 3 months after receiving MSC/ placebo treatment
1544,1,Radiological healing.|Radiological Healing|Time from randomisation to assessed as 'Clinically Healed'.|Time to 'Healing' as a composite assessment.|Time from randomisation to discharge from rehabilitation.|Pain symptoms on a visual analogue pain scale.|Difference in Quality of life|Adverse events
1545,1,[trMDD] Beck Depression Inventory (BDI-II)|[Anxiety] Beck Anxiety Inventory (BAI)|[Dementia] Quick Dementia Rating Scale (QDRS)|[ALL] Global Rating of Change (GRC)|[trMDD] Patient Depression Questionnaire (PDQ-9)|[trMDD] Hamilton Depression Rating Scale (HAM-D)|[Anxiety] Hamilton Anxiety Rating Scale (HAM-A)|[Dementia] Repeatable Battery Assessment of Neuropsychological Status (RBANS) versions A-D|[Dementia] Montreal Cognitive Assessment (MoCA) versions 7.1-7.3
1546,1,Brief Pain Inventory (BPI)|Patient Health Questionnaire (PHQ-9)|Adverse Event Reporting|Global Rating of Change (GRC)
1547,1,The incidence and frequency of adverse events related to administration of UMC119-06.|Changes in Forced Vital Capacity (FVC).|Changes in Forced Expiratory Volume in One Second (FEV1).|Changes in the ratio of Forced Expiratory Volume in One Second to the Forced Vital Capacity (FEV1/FVC).|Changes in exercise performance using 6-min walk test (6MWT).|Changes in Quality Of Life using St. George's Respiratory Questionnaire Safety (SGRQ).|Changes in modified medical research council (mMRC) -dyspnea scale.
1548,1,WOMAC Score|MRI quantitative analysis of articular cartilage|VAS Score|SF-36|Adverse Events and Serious Adverse Events|Changes of laboratory test indexes and vital signs
1549,1,Avoiding arthroplasty|Harris Hip Score
1550,1,Changes in Ocular Surface Disease Index (OSDI) Score|Changes in tear secretion amount by Schirmer's Test|Changes in Tear break time|Changes in Ocular Surface Staining|Changes in best corrected visual acuity (BCVA).|Changes in conjunctiva redness score|Changes in tear meniscus height
1551,1,Maintenance of effectiveness on clinical progression of the disease|Clinical neurological worsening over the treatment by UHDRS|BMI assessment|Risk of suicidal ideation and/or behavior by C-SSRS|Risk of suicidal ideation and/or behavior by HDS|CNS assessment by MRI (Magnetic Ressonance Imaging)
1552,1,"Safety of grafting SIN RV-mediated COL7A1 gene-modified autologous skin equivalent: Adverse Events (AE), Serious Adverse Events (SAEs), Adverse Reactions (ARs) and Serious Adverse Reactions (SARs)|Change in C7 protein expression|Change in anchoring fibrils number|Change in scar quality: Vancouver Scar Scale (VSS)|Changes in blister number over the grafted skin|Changes in clinical appearance of grafted skin|Changes in pruritus of grafted skin|Change in Quality of life: QOLEB questionnaire (Quality of Life for Epidermolysis Bullosa)|Change in Birmingham Epidermolysis Score (BEBS)|Change in Epidermolysis Bullosa Disease Activity and Scarring Index (EBDASI) - Activity|Change in Epidermolysis Bullosa Disease Activity and Scarring Index (EBDASI) - Damage|Change in instrument for Scoring Clinical Outcomes of Research for Epidermolysis Bullosa (iscorEB).|Evaluation of the humoral immune response against recombinant C7|Evaluation of the cytotoxic immune response against recombinant C7"
